Angle deg,Incidence angle rad,IAM_transv SAM,IAM_log SAM,IAM_transv SOL,IAM_log SOL,IAM_log SOL_real,IAM_transv SOL_real,IAM_transv SOL_old,IAM_log SOL_old
70.7,1.233947781,0.496905668,0.127133484,0.425812033,0.236927153,,,0.505364376,0.270740492
70.8,1.23569311,0.494813872,0.125422144,0.423796432,0.235254696,,,0.503228911,0.269117344
70.9,1.23743844,0.49271638,0.123717264,0.421779002,0.233583886,,,0.501088726,0.267494892
71,1.239183769,0.490613186,0.122018905,0.419759765,0.231914746,,,0.498943828,0.265873154
71.1,1.240929098,0.488504283,0.120327129,0.417738741,0.230247301,,,0.496794228,0.264252147
71.2,1.242674427,0.486389663,0.118641998,0.415715952,0.228581573,,,0.494639935,0.26263189
71.3,1.244419757,0.484269318,0.116963574,0.413691418,0.226917586,,,0.492480959,0.261012399
71.4,1.246165086,0.482143241,0.115291919,0.411665161,0.225255364,,,0.49031731,0.259393693
71.5,1.247910415,0.480011425,0.113627096,0.409637202,0.223594932,,,0.488148996,0.257775789
71.6,1.249655744,0.477873863,0.111969166,0.407607562,0.221936312,,,0.485976028,0.256158705
71.7,1.251401074,0.475730546,0.110318193,0.405576263,0.220279528,,,0.483798416,0.25454246
71.8,1.253146403,0.473581468,0.108674239,0.403543327,0.218624606,,,0.48161617,0.25292707
71.9,1.254891732,0.471426621,0.107037367,0.401508775,0.216971568,,,0.479429299,0.251312554
72,1.256637061,0.469265997,0.105407641,0.399472628,0.215320439,,,0.477237814,0.249698929
72.1,1.258382391,0.46709959,0.103785124,0.39743491,0.213671243,,,0.475041724,0.248086215
72.2,1.26012772,0.464927391,0.102169878,0.39539564,0.212024003,,,0.472841041,0.246474428
72.3,1.261873049,0.462749393,0.100561969,0.393354843,0.210378746,,,0.470635773,0.244863588
72.4,1.263618378,0.46056559,0.098961459,0.391312539,0.208735493,,,0.468425932,0.243253712
72.5,1.265363708,0.458375973,0.097368413,0.38926875,0.207094271,,,0.466211528,0.241644818
72.6,1.267109037,0.456180535,0.095782894,0.387223499,0.205455103,,,0.463992571,0.240036925
72.7,1.268854366,0.453979269,0.094204968,0.385176809,0.203818014,,,0.461769073,0.238430051
72.8,1.270599695,0.451772167,0.092634697,0.383128701,0.202183029,,,0.459541042,0.236824215
72.9,1.272345025,0.449559221,0.091072148,0.381079198,0.200550171,,,0.457308491,0.235219434
73,1.274090354,0.447340425,0.089517384,0.379028322,0.198919466,,,0.45507143,0.233615727
73.1,1.275835683,0.445115772,0.087970471,0.376976097,0.197290938,,,0.452829869,0.232013112
73.2,1.277581012,0.442885252,0.086431473,0.374922545,0.195664611,,,0.45058382,0.230411609
73.3,1.279326342,0.44064886,0.084900456,0.372867688,0.194040512,,,0.448333293,0.228811236
73.4,1.281071671,0.438406587,0.083377486,0.370811549,0.192418664,,,0.4460783,0.22721201
73.5,1.282817,0.436158427,0.081862627,0.368754152,0.190799092,,,0.443818851,0.225613951
73.6,1.284562329,0.433904371,0.080355946,0.366695519,0.189181822,,,0.441554958,0.224017078
73.7,1.286307659,0.431644413,0.078857508,0.364635674,0.187566878,,,0.439286632,0.22242141
73.8,1.288052988,0.429378545,0.077367379,0.362574639,0.185954285,,,0.437013884,0.220826964
73.9,1.289798317,0.427106759,0.075885626,0.360512439,0.184344069,,,0.434736726,0.21923376
74,1.291543646,0.424829049,0.074412315,0.358449096,0.182736254,,,0.432455169,0.217641816
74.1,1.293288976,0.422545406,0.072947513,0.356384633,0.181130866,,,0.430169224,0.216051152
74.2,1.295034305,0.420255824,0.071491285,0.354319075,0.17952793,,,0.427878903,0.214461787
74.3,1.296779634,0.417960294,0.0700437,0.352252444,0.177927472,,,0.425584217,0.212873739
74.4,1.298524963,0.41565881,0.068604823,0.350184765,0.176329516,,,0.423285179,0.211287027
74.5,1.300270293,0.413351364,0.067174723,0.348116061,0.174734088,,,0.420981801,0.209701671
74.6,1.302015622,0.411037948,0.065753466,0.346046357,0.173141214,,,0.418674093,0.20811769
74.7,1.303760951,0.408718556,0.06434112,0.343975675,0.171550919,,,0.416362067,0.206535102
74.8,1.30550628,0.406393179,0.062937752,0.34190404,0.169963229,,,0.414045737,0.204953927
74.9,1.30725161,0.404061811,0.061543431,0.339831477,0.168378169,,,0.411725114,0.203374184
75,1.308996939,0.401724444,0.060158224,0.337758008,0.166795765,,,0.409400209,0.201795893
75.1,1.310742268,0.39938107,0.058782199,0.335683659,0.165216043,,,0.407071035,0.200219073
75.2,1.312487597,0.397031682,0.057415426,0.333608454,0.163639029,,,0.404737605,0.198643742
75.3,1.314232927,0.394676273,0.056057971,0.331532417,0.162064747,,,0.402399931,0.197069921
75.4,1.315978256,0.392314835,0.054709904,0.329455572,0.160493226,,,0.400058024,0.195497629
75.5,1.317723585,0.389947361,0.053371294,0.327377945,0.158924489,,,0.397711898,0.193926886
75.6,1.319468915,0.387573844,0.052042209,0.32529956,0.157358563,,,0.395361565,0.19235771
75.7,1.321214244,0.385194275,0.050722719,0.323220441,0.155795475,,,0.393007037,0.190790122
75.8,1.322959573,0.382808648,0.049412892,0.321140614,0.15423525,,,0.390648328,0.189224141
75.9,1.324704902,0.380416954,0.048112799,0.319060103,0.152677915,,,0.38828545,0.187659786
76,1.326450232,0.378019188,0.046822508,0.316978933,0.151123496,,,0.385918415,0.186097078
76.1,1.328195561,0.375615341,0.04554209,0.31489713,0.149572018,,,0.383547237,0.184536037
76.2,1.32994089,0.373205405,0.044271614,0.312814718,0.148023509,,,0.381171929,0.182976681
76.3,1.331686219,0.370789374,0.043011151,0.310731723,0.146477995,,,0.378792503,0.181419031
76.4,1.333431549,0.36836724,0.04176077,0.30864817,0.144935502,,,0.376408972,0.179863107
76.5,1.335176878,0.365938996,0.040520543,0.306564084,0.143396057,,,0.374021351,0.178308928
76.6,1.336922207,0.363504634,0.039290539,0.30447949,0.141859685,,,0.371629651,0.176756515
76.7,1.338667536,0.361064146,0.038070829,0.302394416,0.140326415,,,0.369233886,0.175205887
76.8,1.340412866,0.358617526,0.036861484,0.300308885,0.138796272,,,0.36683407,0.173657065
76.9,1.342158195,0.356164766,0.035662575,0.298222924,0.137269283,,,0.364430216,0.172110068
77,1.343903524,0.353705858,0.034474174,0.296136558,0.135745475,,,0.362022338,0.170564918
77.1,1.345648853,0.351240795,0.033296351,0.294049813,0.134224875,,,0.359610448,0.169021633
77.2,1.347394183,0.348769569,0.032129179,0.291962716,0.132707509,,,0.357194561,0.167480234
77.3,1.349139512,0.346292174,0.030972728,0.289875292,0.131193405,,,0.35477469,0.165940742
77.4,1.350884841,0.343808602,0.029827071,0.287787568,0.129682589,,,0.352350849,0.164403176
77.5,1.35263017,0.341318845,0.028692279,0.285699569,0.128175089,,,0.349923052,0.162867557
77.6,1.3543755,0.338822896,0.027568425,0.283611322,0.126670931,,,0.347491313,0.161333906
77.7,1.356120829,0.336320747,0.026455582,0.281522853,0.125170143,,,0.345055645,0.159802242
77.8,1.357866158,0.333812392,0.02535382,0.279434189,0.123672752,,,0.342616063,0.158272587
77.9,1.359611487,0.331297822,0.024263214,0.277345356,0.122178785,,,0.340172581,0.15674496
78,1.361356817,0.32877703,0.023183836,0.275256381,0.120688269,,,0.337725213,0.155219383
78.1,1.363102146,0.326250009,0.022115759,0.27316729,0.119201232,,,0.335273973,0.153695875
78.2,1.364847475,0.323716752,0.021059055,0.27107811,0.117717701,,,0.332818875,0.152174458
78.3,1.366592804,0.32117725,0.020013799,0.268988868,0.116237703,,,0.330359935,0.150655153
78.4,1.368338134,0.318631497,0.018980064,0.266899592,0.114761267,,,0.327897165,0.149137979
78.5,1.370083463,0.316079485,0.017957923,0.264810307,0.113288419,,,0.325430582,0.147622957
78.6,1.371828792,0.313521207,0.016947449,0.262721041,0.111819187,,,0.322960198,0.14611011
78.7,1.373574121,0.310956655,0.015948718,0.260631822,0.110353599,,,0.32048603,0.144599456
78.8,1.375319451,0.308385822,0.014961803,0.258542676,0.108891683,,,0.318008092,0.143091018
78.9,1.37706478,0.3058087,0.013986778,0.25645363,0.107433466,,,0.315526398,0.141584816
79,1.378810109,0.303225283,0.013023717,0.254364713,0.105978976,,,0.313040963,0.140080871
79.1,1.380555438,0.300635561,0.012072696,0.252275952,0.104528242,,,0.310551802,0.138579204
79.2,1.382300768,0.298039529,0.011133789,0.250187374,0.10308129,,,0.308058931,0.137079836
79.3,1.384046097,0.295437179,0.01020707,0.248099006,0.101638149,,,0.305562364,0.135582788
79.4,1.385791426,0.292828503,0.009292615,0.246010878,0.100198847,,,0.303062117,0.134088082
79.5,1.387536755,0.290213494,0.008390499,0.243923016,0.098763412,,,0.300558204,0.132595738
79.6,1.389282085,0.287592144,0.007500798,0.241835448,0.097331873,,,0.298050641,0.131105778
79.7,1.391027414,0.284964447,0.006623586,0.239748202,0.095904257,,,0.295539443,0.129618224
79.8,1.392772743,0.282330394,0.00575894,0.237661307,0.094480592,,,0.293024626,0.128133095
79.9,1.394518072,0.279689978,0.004906936,0.235574791,0.093060908,,,0.290506205,0.126650415
80,1.396263402,0.277043192,0.004067649,0.233488681,0.091645231,,,0.287984196,0.125170203
80.1,1.398008731,0.274390028,0.003241155,0.231403006,0.090233592,,,0.285458614,0.123692482
80.2,1.39975406,0.271730479,0.002427531,0.229317795,0.088826017,,,0.282929474,0.122217273
80.3,1.401499389,0.269064538,0.001626854,0.227233075,0.087422537,,,0.280396793,0.120744598
80.4,1.403244719,0.266392197,0.0008392,0.225148877,0.086023178,,,0.277860587,0.119274478
80.5,1.404990048,0.263713448,6.46453E-05,0.223065227,0.084627971,,,0.275320871,0.117806934
80.6,1.406735377,0.261028285,-0.000696732,0.220982155,0.083236943,,,0.272777661,0.116341989
80.7,1.408480706,0.258336699,-0.001444856,0.218899689,0.081850123,,,0.270230974,0.114879664
80.8,1.410226036,0.255638684,-0.002179649,0.216817859,0.080467541,,,0.267680824,0.113419981
80.9,1.411971365,0.252934231,-0.002901032,0.214736693,0.079089224,,,0.26512723,0.111962962
81,1.413716694,0.250223335,-0.00360893,0.212656221,0.077715202,,,0.262570206,0.110508628
81.1,1.415462023,0.247505986,-0.004303264,0.210576472,0.076345504,,,0.260009769,0.109057001
81.2,1.417207353,0.244782178,-0.004983955,0.208497474,0.074980158,,,0.257445935,0.107608104
81.3,1.418952682,0.242051903,-0.005650927,0.206419257,0.073619195,,,0.254878721,0.106161957
81.4,1.420698011,0.239315155,-0.0063041,0.20434185,0.072262642,,,0.252308144,0.104718584
81.5,1.42244334,0.236571924,-0.006943396,0.202265284,0.07091053,,,0.249734219,0.103278006
81.6,1.42418867,0.233822205,-0.007568737,0.200189587,0.069562886,,,0.247156964,0.101840245
81.7,1.425933999,0.231065989,-0.008180044,0.198114788,0.068219741,,,0.244576395,0.100405324
81.8,1.427679328,0.228303269,-0.008777238,0.196040919,0.066881124,,,0.241992529,0.098973264
81.9,1.429424657,0.225534038,-0.00936024,0.193968008,0.065547065,,,0.239405382,0.097544088
82,1.431169987,0.222758288,-0.009928971,0.191896085,0.064217591,,,0.236814973,0.096117818
82.1,1.432915316,0.219976013,-0.010483351,0.18982518,0.062892734,,,0.234221317,0.094694476
82.2,1.434660645,0.217187203,-0.011023301,0.187755323,0.061572523,,,0.231624431,0.093274085
82.3,1.436405974,0.214391853,-0.011548741,0.185686545,0.060256987,,,0.229024334,0.091856666
82.4,1.438151304,0.211589954,-0.012059592,0.183618875,0.058946156,,,0.226421041,0.090442244
82.5,1.439896633,0.2087815,-0.012555773,0.181552344,0.057640059,,,0.223814571,0.089030839
82.6,1.441641962,0.205966482,-0.013037203,0.179486982,0.056338726,,,0.22120494,0.087622474
82.7,1.443387291,0.203144893,-0.013503804,0.17742282,0.055042188,,,0.218592167,0.086217172
82.8,1.445132621,0.200316727,-0.013955494,0.175359887,0.053750474,,,0.215976267,0.084814956
82.9,1.44687795,0.197481975,-0.014392192,0.173298215,0.052463613,,,0.21335726,0.083415848
83,1.448623279,0.19464063,-0.014813818,0.171237835,0.051181637,,,0.210735162,0.082019871
83.1,1.450368608,0.191792685,-0.015220291,0.169178776,0.049904574,,,0.208109992,0.080627047
83.2,1.452113938,0.188938132,-0.015611529,0.16712107,0.048632455,,,0.205481766,0.0792374
83.3,1.453859267,0.186076963,-0.015987452,0.165064747,0.04736531,,,0.202850503,0.077850951
83.4,1.455604596,0.183209172,-0.016347977,0.16300984,0.046103169,,,0.20021622,0.076467725
83.5,1.457349925,0.180334751,-0.016693024,0.160956378,0.044846063,,,0.197578936,0.075087743
83.6,1.459095255,0.177453693,-0.01702251,0.158904393,0.043594022,,,0.194938669,0.07371103
83.7,1.460840584,0.17456599,-0.017336354,0.156853916,0.042347075,,,0.192295436,0.072337606
83.8,1.462585913,0.171671634,-0.017634472,0.154804978,0.041105254,,,0.189649256,0.070967497
83.9,1.464331242,0.168770619,-0.017916784,0.152757612,0.039868589,,,0.187000147,0.069600724
84,1.466076572,0.165862936,-0.018183207,0.150711847,0.03863711,,,0.184348127,0.068237311
84.1,1.467821901,0.162948579,-0.018433657,0.148667717,0.037410848,,,0.181693214,0.066877281
84.2,1.46956723,0.16002754,-0.018668053,0.146625252,0.036189833,,,0.179035428,0.065520658
84.3,1.471312559,0.157099812,-0.018886311,0.144584484,0.034974097,,,0.176374786,0.064167464
84.4,1.473057889,0.154165386,-0.019088348,0.142545445,0.033763669,,,0.173711307,0.062817722
84.5,1.474803218,0.151224257,-0.019274081,0.140508167,0.032558582,,,0.171045009,0.061471457
84.6,1.476548547,0.148276415,-0.019443427,0.138472682,0.031358864,,,0.168375912,0.06012869
84.7,1.478293876,0.145321855,-0.019596302,0.136439021,0.030164548,,,0.165704034,0.058789447
84.8,1.480039206,0.142360568,-0.019732623,0.134407218,0.028975664,,,0.163029394,0.05745375
84.9,1.481784535,0.139392547,-0.019852304,0.132377304,0.027792243,,,0.160352011,0.056121622
85,1.483529864,0.136417784,-0.019955264,0.130349312,0.026614317,,,0.157671903,0.054793088
85.1,1.485275193,0.133436273,-0.020041416,0.128323273,0.025441916,,,0.154989091,0.05346817
85.2,1.487020523,0.130448006,-0.020110677,0.126299221,0.024275071,,,0.152303592,0.052146893
85.3,1.488765852,0.127452975,-0.020162963,0.124277187,0.023113814,,,0.149615426,0.050829279
85.4,1.490511181,0.124451173,-0.020198188,0.122257205,0.021958176,,,0.146924612,0.049515354
85.5,1.49225651,0.121442592,-0.020216268,0.120239307,0.020808188,,,0.144231171,0.04820514
85.6,1.49400184,0.118427225,-0.020217117,0.118223526,0.019663881,,,0.14153512,0.046898661
85.7,1.495747169,0.115405065,-0.020200652,0.116209895,0.018525287,,,0.138836479,0.045595941
85.8,1.497492498,0.112376105,-0.020166785,0.114198447,0.017392438,,,0.136135269,0.044297004
85.9,1.499237827,0.109340336,-0.020115433,0.112189214,0.016265365,,,0.133431508,0.043001874
86,1.500983157,0.106297751,-0.020046508,0.11018223,0.015144099,,,0.130725216,0.041710574
86.1,1.502728486,0.103248344,-0.019959926,0.108177528,0.014028672,,,0.128016413,0.04042313
86.2,1.504473815,0.100192106,-0.0198556,0.106175141,0.012919116,,,0.125305119,0.039139564
86.3,1.506219144,0.09712903,-0.019733444,0.104175103,0.011815462,,,0.122591353,0.037859901
86.4,1.507964474,0.094059108,-0.019593372,0.102177447,0.010717743,,,0.119875136,0.036584165
86.5,1.509709803,0.090982334,-0.019435298,0.100182207,0.009625989,,,0.117156487,0.03531238
86.6,1.511455132,0.0878987,-0.019259134,0.098189416,0.008540234,,,0.114435427,0.03404457
86.7,1.513200461,0.084808199,-0.019064795,0.096199107,0.007460508,,,0.111711975,0.03278076
86.8,1.514945791,0.081710822,-0.018852192,0.094211315,0.006386844,,,0.108986152,0.031520974
86.9,1.51669112,0.078606563,-0.01862124,0.092226074,0.005319275,,,0.106257978,0.030265236
87,1.518436449,0.075495414,-0.01837185,0.090243417,0.004257831,,,0.103527474,0.029013571
87.1,1.520181778,0.072377368,-0.018103936,0.088263378,0.003202545,,,0.10079466,0.027766002
87.2,1.521927108,0.069252417,-0.017817409,0.086285991,0.00215345,,,0.098059556,0.026522556
87.3,1.523672437,0.066120553,-0.017512182,0.084311291,0.001110577,,,0.095322182,0.025283255
87.4,1.525417766,0.062981771,-0.017188168,0.082339312,7.39594E-05,,,0.09258256,0.024048124
87.5,1.527163095,0.059836061,-0.016845277,0.080370088,-0.000956371,,,0.089840711,0.022817189
87.6,1.528908425,0.056683417,-0.016483423,0.078403653,-0.001980382,,,0.087096654,0.021590473
87.7,1.530653754,0.053523832,-0.016102515,0.076440042,-0.00299804,,,0.084350411,0.020368002
87.8,1.532399083,0.050357297,-0.015702467,0.07447929,-0.004009314,,,0.081602003,0.0191498
87.9,1.534144413,0.047183805,-0.015283189,0.072521431,-0.005014171,,,0.07885145,0.017935892
88,1.535889742,0.044003349,-0.014844592,0.0705665,-0.006012577,,,0.076098773,0.016726302
88.1,1.537635071,0.040815922,-0.014386587,0.068614531,-0.007004502,,,0.073343995,0.015521056
88.2,1.5393804,0.037621516,-0.013909085,0.06666556,-0.00798991,,,0.070587135,0.014320179
88.3,1.54112573,0.034420123,-0.013411997,0.064719622,-0.008968771,,,0.067828215,0.013123694
88.4,1.542871059,0.031211737,-0.012895234,0.062776751,-0.009941051,,,0.065067256,0.011931628
88.5,1.544616388,0.027996349,-0.012358705,0.060836983,-0.010906716,,,0.062304281,0.010744005
88.6,1.546361717,0.024773953,-0.01180232,0.058900353,-0.011865735,,,0.059539309,0.009560851
88.7,1.548107047,0.021544541,-0.01122599,0.056966896,-0.012818074,,,0.056772363,0.00838219
88.8,1.549852376,0.018308106,-0.010629625,0.055036648,-0.013763701,,,0.054003464,0.007208048
88.9,1.551597705,0.015064639,-0.010013134,0.053109644,-0.014702581,,,0.051232634,0.006038449
89,1.553343034,0.011814134,-0.009376427,0.051185919,-0.015634682,,,0.048459895,0.004873419
89.1,1.555088364,0.008556584,-0.008719413,0.04926551,-0.016559971,,,0.045685268,0.003712984
89.2,1.556833693,0.00529198,-0.008042001,0.047348452,-0.017478414,,,0.042908775,0.002557168
89.3,1.558579022,0.002020316,-0.007344101,0.04543478,-0.018389978,,,0.040130438,0.001405997
89.4,1.560324351,-0.001258417,-0.00662562,0.043524531,-0.019294629,,,0.037350279,0.000259497
89.5,1.562069681,-0.004544224,-0.005886469,0.04161774,-0.020192335,,,0.034568321,-0.000882308
89.6,1.56381501,-0.007837115,-0.005126555,0.039714444,-0.021083062,,,0.031784584,-0.002019392
89.7,1.565560339,-0.011137096,-0.004345788,0.037814679,-0.021966775,,,0.028999092,-0.003151729
89.8,1.567305668,-0.014444174,-0.003544074,0.035918481,-0.022843443,,,0.026211867,-0.004279293
89.9,1.569050998,-0.017758358,-0.002721322,0.034025885,-0.02371303,,,0.023422931,-0.00540206
90,1.570796327,-0.021079654,-0.001877441,0.032136929,-0.024575504,,,0.020632306,-0.006520003
